n12913851,业务员代刷7.79亿元保费 南山人寿遭重罚
n12897955,LINE Bank正式开业 称6分钟开户破功
n12898079,甘比亚母飞越9千英里 来台捐肾救子
n12897850,动力火车尤秋兴曾借钱给多人 累计百万讨不回
n12898067,继台帛旅游泡泡 观光局：6国有意愿洽谈
n12897846,吴慷仁开工自曝险气切 甜谢邵雨薇“是救命恩人”
n12897841,杨祐宁当电视剧监制：会让剧组有时间顾小孩
n12898061,菅义伟：不能预判日军事介入台海
n12898279,午后热对流屏东降雨逾百毫米 可惜未在集水区
n12898542,台湾中科院试射无限高导弹 中共情报船未现踪
n12899168,【横河观点】星条旗51颗星？参院法案含美台关系
n12899389,美媒：共军动作频频 台湾防卫能力受关注
n12899669,标普调升台湾主权评等至AA 展望为正向
n12899771,台湾出现本土确诊病例 相关活动轨迹公布
n12899837,《世界第一等》推“双帅主持” 趣味互动吸睛
n12899883,石门水库微进账 郑文灿：终于听见下雨的声音
n12900030,台出现本土确诊 轨迹至台北清真寺 现场约四百人
n12900082,上节目反应慢半拍 陈随意自嘲：我好像失智了
n12900172,母亲曾阻闯星坛 夏于乔谈心化解鸿沟
n12900558,高盛：晶片短缺恐使经济趋缓、通膨上升
n12900555,太鲁阁号事故捐款监委会 家属代表增至8人
n12900553,台积电调薪约3至5％ 分红平均领139万元
n12900551,媒合侨外生 外交部拓台企商机
n12900637,苏贞昌：一周内16万头牛接种牛结节疫苗
n12900603,曾文水库蓄水率8% 枯旱排名倒数第10
n12900605,国际影音串流平台 李永得：已发招标文给中央社
n12901085,美日对中共重新定义  专家分析台海局势
n12900410,4.25上访22周年 全球386万人促法办江泽民
n12902137,机师染疫案 台湾新增1名确诊回溯采检者
n12902159,蔡英文：国际金融市场对台湾有信心
n12902419,台湾中央气象局：台南高屏花莲4县市大雨特报
n12902424,世卫大会5月登场 欧盟：台湾应被纳入
n12902436,【唐浩视界】拜登出访玄机？美中为何竞抢台湾
n12902456,【拍案惊奇】日防长警告防台赤化 日媒：别再救中共
n12903278,动力火车开唱引发抢票 苗栗场也首现“票荒”
n12903398,自嘲出道被骂红 郭书瑶：若有不足被讲会难受
n12902801,美中角力 美参议员：中共若犯台 将输战争
n12903483,台南高屏3县市大雨特报 气象局：各地都有机会降雨
n12903543,华航机师染疫案扩大 再增2人确诊
n12903597,林逸欣情定7年男友 曝婚讯“一起慢慢变老”
n12903613,【疫情4.25】美英欧盟宣布向印度伸援手
n12904084,日本关注台湾突发事态 正式讨论相关法律
n12905028,秘鲁前总统曾接种中国疫苗 仍确诊染疫
n12905085,中国半导体业遇困境 法学者：是台湾战略优势
n12905367,台中7岁柔道童病情进步 家属感谢各界送暖
n12905576,华航机师染疫案 再增2例确诊
n12905489,台湾故宫“说•古地图”特展 诉说时代故事
n12902429,【疫情4.26】印度单日确诊破35万 更多国断航
n12905575,“我跟你回家好不好？” 台网友曝榕树托梦
n12906249,周三锋面接近降雨概率增 周五转晴回温
n12906245,职场女性生存压力大 托育成本负担破表
n12906241,人权教育深耕 台教部推以人权为本校园文化
n12906239,北市抽查花草茶农药残留 手摇饮店也上榜　
n12906236,台太空发展法初步审查“国家发射场”
n12906230,日本排放核废水 台海委会拟建置即时监测站
n12906343,台湾也排含氚核废水 原能会：符合规定即可
n12906339,气候治理净零碳排 环团：地方应订减碳路径
n12906234,性骚扰事件年增逾三成 偷拍、偷窥增幅最大
n12906208,传日本不介入台海冲突 国安局：中共认知作战
n12906153,台铁提高票价？王国材：先活化资产票价暂不讨论
n12906151,推动囤房税 朝野8案立院29日攻防
n12906149,台股、台币双双再创新高
n12906403,台海引爆冲突？台国安局：偶发事件最危险
n12907616,欧盟准备巨额补贴 向台积电英特尔和三星招手
n12907705,日本外交蓝皮书重申台湾是极为重要伙伴
n12907881,台湾第一长河浊水溪 干旱造成断流
n12908036,华航机师染疫案 再增1本土确诊
n12908056,夏于乔舞台剧首演感动母亲 夫林书宇哽咽称赞
n12907972,黑衣人闯中崙派出所影片遭删 前所长依湮灭证据送办
n12908196,气象专家：29日锋面通过 全台都有下雨机会
n12908279,A-Lin曝歌单主题玩法 母亲节开唱中度过
n12908576,台湾北中南水库都有进账 水利署：雨有下对地方
n12908188,赖清德出席台欧健康论坛：深化彼此合作关系
n12908684,印度疫情升温 台将赠氧气机等医疗物资
n12908680,欧盟准备钜资 拟向台积电招商
n12908748,好市多进口酪梨 重金属超标遭退运销毁
n12908746,台立院三读 退辅会可派员驻外
n12908744,黄珊珊：呼吁中央尽速提供相关资讯
n12908825,动保法三读 虐待动物致死最重判2年
n12908822,黑衣人砸警所未究办 分局长拔官所长送办
n12908815,分享抗疫经验 陈时中：社会沟通很重要
n12908807,再增一例本土  印尼机师妻也确诊
n12908725,提振艺术产业 立委促通过文奖条例
n12908735,与染疫机师同活动 台科大：采远距教学
n12908733,中大：空污导致降雨不易 影响石门水库蓄水量
n12908728,台欧健康论坛登场 赖清德：盼深化合作关系
n12908720,三中案录音档证据 检将传马英九出庭作证
n12908716,产创条例存10大隐忧 民团吁开听证会
n12908549,《火神》750万搭景一天就烧光 温昇豪拍戏受伤
n12908714,台星旅游泡泡有谱？外交部：尚未有具体结论
n12908554,康康曝曾制止观众拿DV录影 反遭众多小弟包围
n12908677,电动车议题夯 贸协首办智慧移动展
n12908708,辽宁号航母编队遭美舰混入
n12908256,【疫情4.27】保护学校开放 佛州再延紧急令60天
n12908803,“宗教共产党化”台海基会：恐引发社会不安
n12909101,赵立坚丑化名画让习近平顶缸 日本要求删除
n12909128,澳洲称“战鼓”敲响 议员：必须将中共制服
n12909989,锋面接近台湾 郑明典：雨区很快会往南
n12910078,学者：台湾国际团结法案将为台发展跨一大步
n12910486,台湾增3例本土确诊 相关足迹公布
n12910549,郎祖筠遭“邮局简讯”诈骗 存款消失火速报警
n12910672,陈雅琳肩扛新闻台重任 暂卸教职专心媒体工作
n12910762,美修订对台军售 洛马提供改良版AGM-88飞弹
n12910923,吴念真酝酿7年剧作 《人间条件七》8月开演
n12910930,全天候陪伴 彭佳慧：小孩就是生活的全部
n12910652,【疫情4.28】德里每日焚化六百多具尸体
n12911252,台铁204处缺失 王国材：5/15全面复工
n12911245,北市9大学学生曾同赴清真寺 2人有症状采检阴性
n12911250,多校学生同赴台北清真寺 教部发函加强防疫
n12911398,新增3例境外移入 自印度、印尼入境
n12911396,陈时中：机组员家人拟列公费疫苗接种对象
n12911391,台文化部推打艺苗 近亿经费振兴传统艺术
n12911198,赵少康不选党主席 瞄准2024总统大选
n12911324,掌握气候水风险 台水利署拼稳定供水
n12911321,台处境极限危险 北京冬奥为关键时间点
n12911448,锋面来袭 全台各地有雨 对水情助益如何？
n12911615,中共国安新规 全民抓特务 被揭真实意图
n12911731,现役军人泄密给大陆人 台湾拟修法最重判18年
n12911255,安倍晋三推特PO台湾凤梨 大赞好吃
n12911736,参与WHO原则 陆委会：中共无权代表台湾
n12909041,【军事热点】犹豫对台军售 将捅破美挺台的窗纸
n12912873,全台水库估进水1318万吨 相当一天多用水量
n12912850,共机低空扰台 澳学者：印太区进入挑战时期
n12912844,中共散布假讯息 台欧学者交流反制经验
n12912985,田馥甄清晨西门町取景 重拾高中“板妹”情怀
n12913112,台湾增2例本土、1例调查中的确诊者
n12912639,四方安全对话后 专家：台湾成不可或缺角色
n12913139,谢祖武“2个儿子”金榜题名 竟同校又同系
n12913683,谈夫妻相处 隋棠：吵架会去想自己不对的地方
n12913679,疫情冲击海外演出取消 赵传损失约5千万元
n12913863,台交通部研议电动车征收汽燃费
n12913860,警局灭证案 柯文哲：勿因政治压力免职任何人
n12913991,民团：78%台湾人支持台湾成为正常国家
n12923193,台湾增2例感染源调查中 公布2张足迹图
n12915687,蔡英文推台湾资安战略 打造受世界信赖产业链
n12922651,与“接招”主唱合作 张信哲登英媒新闻版面
n12923179,“演艺圈有人随便说” 澎恰恰还债乱了步伐
n12923568,黑衣人滋事频传 台刑事局长：警方能有效控制犯罪
n12923645,台国防部：海军雷达侦搜小型舟艇能力仍有限制
n12919246,世界新闻自由日 外媒：台湾为新闻自由典范
n12923834,印度疫情失控 台代表处5人确诊
n12923840,国民党：民众对AZ有疑虑 应进口其他疫苗
n12923836,苏贞昌：不配合防疫SOP 陈时中再神仙也没用
n12923978,台积电助攻 联发科手机晶片市占或翻倍
n12924034,曾接种1剂疫苗 华航机师仍确诊
n12923987,资安即国安 总统宣布设立资通安全署
n12923401,林志玲牵AKIRA再登封面 想传递温暖力量
n12923976,台韩出口强劲内需疲弱 外媒：长期恐引发金融脆弱性
n12923618,学者：国际需关注香港法轮功 事关全球利益
n12923914,农粮署推在地米食 消费可获折价券
n12924079,金门现海漂死猪确染非洲猪瘟 暂停产品输出1周
n12924095,向中共出口高端武器图纸 美承包商被罚
n12923912,保险法松绑限制 估增逾百亿投入社福
n12923908,警界丑闻频传 时力吁警署应改革
n12923963,消息：台积电在美扩建六厂 将投资千亿美元
n12923535,组图：黄头鹭台湾岛内大迁徙 换漂亮繁殖羽
n12923815,【唐浩视界】破析中共攻台4战术 谁玩残辽宁号
n12924825,白宫官员反对取消战略模糊 促维持台海现状
n12925114,泰国确诊台商持假证明入境涉伪造文书 桃检侦办
n12924985,陈时中投书杂志“外交家” 吁WHO接纳台湾
n12925035,白狼张安乐助中共统战 台高检署发交北检调查
n12925172,日本将订定半导体国家战略 强化与台湾合作
n12923381,美顾问称台处境“极限危险” 专家分析原因
n12925216,诺富特饭店机组员居检宿舍惹议 郑文灿：应独栋
n12924779,美对华政策专员：拜登融合奥巴马和川普政策
n12923748,王柏杰自嘲“吃肥杀手” 与简嫚书上演美食情仇
n12923756,夫妻俩购置上亿豪宅 修杰楷：登记贾静雯名下
n12923745,单亲妈难为 彭佳慧：孩子是撑下去的动力
n12925634,台湾今天无新增本土确诊、更新两张足迹图
n12925608,李国毅宣布结婚 曝娇妻“是这辈子最好朋友”
n12925763,蔡英文对黑道入党致歉 强调持续强化扫黑反毒
n12925715,【疫情5.5】G7爆疫情 印度代表团自我隔离
n12926206,联发科崛起 外媒：地位直逼美国高通
n12926254,抢救高铁地层下陷危机 学者吁推海绵城市
n12926251,中共战狼发信恐吓中欧学者遭挞伐
n12926249,撤张翔院士资格 中研院：循民主程序讨论
n12926271,新版考招期程延期？学期结束前公布
n12926273,职场女力撑起半边天 医疗文教女主管逾6成
n12926269,台铁状况不断 太鲁阁号事件后又增50起
n12926266,火灾年逾2万件 神明桌起火占230件
n12926196,强化采检通报 转介确诊每例发1万奖金
n12926365,2025台资安产业产值 上看800亿
n12926391,三接外推方案 立委要求送环差、办听证会
n12926437,传台女纽约遇袭 台外交部：多重管道协寻当事人
n12926375,防人才外流 台湾国内企业网站禁刊中国职缺
n12926632,中共海军有致命弱点 若开战美可借力日本
n12926730,《看见台湾之后》系列活动影响四万名师生
n12925876,女儿遗传热爱海洋 蔡诗芸想穿粉嫩母女装
n12925883,忆事业低潮期昏倒 动力火车感谢妻打气
n12927624,萧美琴投书美媒 盼扩大台美贸易关系与合作
n12927747,李圣杰与彭佳慧等唱将携手 8月重返舞台开唱
n12927639,G7外长会首度强调台海和平 支持台湾国际参与
n12927920,5天内第2起 中国男子驾橡皮艇偷渡
n12928035,台湾增1例本土中共肺炎确诊者
n12928129,刘冠军涉投敌罪通缉发布 最重处死刑
n12928014,专家：“战略清晰”才能制止中共扩张野心
n12927984,《黄金岁月》拍爆破场面 陈美凤耳鸣不适就医
n12928174,台湾部分星二代同任微笑大使 展自信笑颜
n12928551,住展风向球4月续亮黄蓝灯 象征衰退
n12928577,友达携台大成立研发中心 投入3千万经费
n12928575,诺富特饭店致染疫 观光局开罚15万元
n12928573,国安局贪官刘冠军携机密投共 依投敌罪通缉
n12928523,台行院拍板通过“食农教育法”
n12928517,台4月CPI增2.09% 主计总处：无通膨疑虑
n12928435,小甜甜水肾剧痛送急诊 为保胎儿拒手术
n12928520,上架52频道 NCC：预计5月底审查完成
n12928421,22岁大马新人闯歌坛 父母认同赴台发展
n12928530,看护工转厂工 劳动部：两周内将邀各界讨论
n12928821,蔡英文宣示成立资安署 网罗200资安高手
n12928984,美欧亚多国踩痛处 中共外交部尴尬回应
n12928454,如何跨部门合作对抗假资讯 台湾专家提四建议
n12929199,布林肯：习近平若下令攻台 将犯下严重错误
n12929990,法参议院304：0通过挺台参与国际 史上第一次
n12929313,【役情最前线】G7关注台海 若开战美先卡中共咽喉
